event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN1150,2003/03/19,"2003","1",Political violence,Battles,Armed clash,Unidentified Armed Group (Kenya),,"3",Police Forces of Kenya (2002-2013),,"1","13",,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,"3",All Africa,International,3 were killed during attack on a vehicle owned by former Isiolo North MP Charfano Guyo Mokku by unidentified armed bandits (coded separately) . 2 policemen were also killed - it is assumed that they responded to the attack leading to a battle between the,"3",,"1618560507"
KEN1151,2003/03/19,"2003","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,"3",Civilians (Kenya),,"7","37",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,"3",All Africa,International,3 were killed during attack on a vehicle owned by former Isiolo North MP Charfano Guyo Mokku by unidentified armed bandits . (2 policemen were also killed - coded separately) LOCATION: Unspecified part of either Isiolo or Samburu District,"0",,"1618560507"
ETH622,2003/02/26,"2003","1",Political violence,Battles,Armed clash,Military Forces of Ethiopia (1991-2018),,"1",ONLF: Ogaden National Liberation Front,,"2","12",,"231",Eastern Africa,Ethiopia,Somali,Liban,Dolo Odo,Dolo Odo,4.1786,42.0589,"2",All Africa,International,ONLF attacks Ethiopian soldiers,"3",,"1618530162"
ETH609,2003/01/30,"2003","1",Political violence,Battles,Armed clash,Military Forces of Ethiopia (1991-2018),,"1",ONLF: Ogaden National Liberation Front,,"2","12",,"231",Eastern Africa,Ethiopia,Somali,Liban,Dolo Odo,Dolo Odo,4.1786,42.0589,"2",All Africa,International,ONLF attacks Ethiopian soldiers,"6",,"1618530160"
KEN1095,2002/12/15,"2002","1",Political violence,Riots,Mob violence,Rioters (Kenya),KANU: Kenya African National Union,"5",Civilians (Kenya),NARC: National Rainbow Coalition,"7","57",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,"1",All Africa,International,KANU youths throw stones at National Rainbow Coalition (NARC) supporters.,"0",,"1618560501"
KEN1096,2002/12/15,"2002","1",Demonstrations,Riots,Violent demonstration,Police Forces of Kenya (1978-2002),,"1",Rioters (Kenya),,"5","15",,"404",Eastern Africa,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,"1",All Africa,International,Police battle stone-throwing rioters.,"0",,"1618560501"
KEN1094,2002/12/13,"2002","1",Political violence,Battles,Armed clash,KANU: Kenya African National Union,,"3",NARC: National Rainbow Coalition,,"3","33",,"404",Eastern Africa,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,"1",All Africa,International,NARC and KANU supporters clash during political rally.,"0",,"1618560500"
KEN1084,2002/11/23,"2002","1",Political violence,Battles,Armed clash,KANU: Kenya African National Union,,"3",KANU: Kenya African National Union,,"3","33",,"404",Eastern Africa,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,"1",Daily Nation (Kenya),National,Twelve are injured when KANU supporters begin infighting with machetes along ethnic lines.,"0",,"1561469146"
KEN1066,2002/10/26,"2002","1",Political violence,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),,"4",Civilians (Kenya),Borana Ethnic Group (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Merti,Chari,Nyakise,1.147,38.1161,"1",All Africa,International,"Raiders attack civilians, steal 800 heads of cattle.","3",,"1618560497"
ETH537,2002/10/25,"2002","2",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,"3",Civilians (Ethiopia),"Afar Ethnic Group (Ethiopia); Women (Ethiopia)","7","37",Civilian targeting,"231",Eastern Africa,Ethiopia,Somali,Liban,Filtu,Afar Dogut,4.4833,41.0333,"2",Local Source,International,Unidentified armed group kills 20 Afar women as they returned from a market,"20",,"1618530140"
KEN1062,2002/10/18,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu North,El Barta,Baragoi,1.7833,36.7833,"1",All Africa,International,"Raiders shoot civilians, steal animals.","4",,"1618560496"
ETH532,2002/10/04,"2002","2",Political violence,Battles,Armed clash,Military Forces of Ethiopia (1991-2018),,"1",OLF: Oromo Liberation Front,,"2","12",,"231",Eastern Africa,Ethiopia,Oromia,Borena,Moyale,Moyale,3.5391,39.049,"1",Local Source,International,"OLF plants land mine, kills 38 Ethiopian troops","38",,"1613075983"
ETH522,2002/09/05,"2002","1",Political violence,Battles,Armed clash,Military Forces of Ethiopia (1991-2018),,"1",OLF: Oromo Liberation Front,,"2","12",,"231",Eastern Africa,Ethiopia,Oromia,Borena,Moyale,Moyale,3.5391,39.049,"2",Local Source,International,Fighting between OLF and Ethiopian troops,"16",,"1613075983"
KEN1004,2002/09/04,"2002","1",Political violence,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,"4",Civilians (Kenya),Turkana Ethnic Group (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Burat,Erimet,0.4164,37.5594,"2",All Africa,International,Borana attack Turkana during raid.,"11",,"1618560492"
KEN1003,2002/09/04,"2002","1",Political violence,Battles,Armed clash,Borana Ethnic Militia (Kenya),,"4",Turkana Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Burat,Erimet,0.4164,37.5594,"2",All Africa,International,Turkana clash with Borana after Borana attacked Turkana homestead.,"0",,"1618560492"
KEN1005,2002/09/04,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,"2",Kenya Broadcasting Corporation,National,"A group of cattle raiders raid a town, kill six, and steal a large number of cattle.","6",,"1618560492"
KEN997,2002/08/19,"2002","1",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Police Forces of Kenya (1978-2002),,"1","14",,"404",Eastern Africa,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,"3",PANAPRESS,International,Police battle raiders.,"2",,"1563305274"
KEN998,2002/08/19,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Laisamis,Logologo,Gudas,2.1,38.0333,"1",PANAPRESS,International,"Raiders attack herdsmen, steal cattle.","3",,"1618561093"
ETH496,2002/08/05,"2002","1",Political violence,Battles,Armed clash,Military Forces of Ethiopia (1991-2018),,"1",ONLF: Ogaden National Liberation Front,,"2","12",,"231",Eastern Africa,Ethiopia,Somali,Liban,Dolo Odo,Dolo Odo,4.1786,42.0589,"2",Local Source,International,ONLF attacks Ethiopian soldiers,"7",,"1618530090"
KEN989,2002/07/18,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Somalia),,"4",Civilians (Kenya),Borana Ethnic Group (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Burat,Shimba Hills,0.4381,37.5316,"1",All Africa,International,Somali gunmen kill Borana civilians.,"3",,"1618561093"
SOM362,2002/07/04,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,"3",Civilians (Somalia),Aid Workers (Somalia),"7","37",Civilian targeting,"706",Eastern Africa,Somalia,Lower Juba,Afmadow,,Dhobley,0.4063,41.0124,"1",Worldwide Incidents Tracking System,Other,three humanitarian workers killed four others wounded. perp unnamed,"3",,"1567465441"
KEN968,2002/06/28,"2002","1",Demonstrations,Riots,Violent demonstration,Rioters (Kenya),,"5",,,"0","50",,"404",Eastern Africa,Kenya,Garissa,Dadaab,Dadaab,Dadaab Refugee Camp,0.0514,40.3142,"1",AFP,International,Hundreds of Kenyans riot over perceived job discrimination at refugee camp.,"0",,"1561469152"
KEN971,2002/06/28,"2002","1",Demonstrations,Riots,Violent demonstration,Rioters (Kenya),Refugees/IDPs (Kenya),"5",Civilians (Kenya),"IOM: International Organisation for Migration; Police Forces of Kenya (1978-2002)","7","57",,"404",Eastern Africa,Kenya,Garissa,Dadaab,Dadaab,Dadaab Refugee Camp,0.0514,40.3142,"1","Kenya Standard; AFP",National-International,"Rioters storm Dadaab camp to protest against the IOM for job discrimination. Rioters blocked roads, pelted IOM vehicles with stones, and smashed windows. Several injured and taken to hospital. Police used tear gas. 29 arrested.","0",,"1630985294"
KEN964,2002/06/13,"2002","1",Political violence,Battles,Armed clash,Unidentified Armed Group (Somalia),,"3",Police Forces of Kenya (1978-2002),,"1","13",,"404",Eastern Africa,Kenya,Garissa,Lagdera,Modogashe,Demekele,0.5668,39.066,"1",AFP,International,Somali militia clashes with Kenyan police at border.,"2",,"1618561091"
SOM343,2002/05/15,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,"3",Civilians (Somalia),,"7","37",Civilian targeting,"706",Eastern Africa,Somalia,Gedo,Belet Xaawo,,Belet Xaawo,3.7807,41.8943,"2",Undisclosed Source,Local partner-Other,"Somali groups clash, stray bullets kill refugees. Unknown fatalities coded as 10.","10",,"1679360219"
ETH410,2002/04/22,"2002","2",Political violence,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),,"4",Isa Ethnic Militia (Ethiopia),,"4","44",,"231",Eastern Africa,Ethiopia,Somali,Liban,Filtu,Afar Dogut,4.4833,41.0333,"2",Local Source,International,Thirty people killed in ethnic clashes over land. No breakdown of death toll,"30",,"1618529985"
KEN916,2002/02/03,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,"3",Civilians (Kenya),,"7","37",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu North,El Barta,Baragoi,1.7833,36.7833,"1",Africa News,International,Armed bandits kill civilians.,"1",,"1618561085"
KEN911,2002/01/19,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,"3",Civilians (Kenya),,"7","37",Civilian targeting,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"1",All Africa,International,An unidentified group of assailants surrounded a town and began firing shots at random.,"0",,"1552577657"
KEN908,2002/01/14,"2002","1",Political violence,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Garbatulla,Kinna,Ngachiai,0.3511,38.2357,"2",All Africa,International,Samburu raiders kill two during raid.,"2",,"1618561084"
KEN907,2002/01/14,"2002","1",Political violence,Battles,Armed clash,Samburu Ethnic Militia (Kenya),,"4",Police Forces of Kenya (1978-2002),,"1","14",,"404",Eastern Africa,Kenya,Isiolo,Garbatulla,Kinna,Ngachiai,0.3511,38.2357,"2",All Africa,International,Police kill four bandits in counter-attack.,"4",,"1618561084"
KEN906,2002/01/13,"2002","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Garbatulla,Kinna,Meru National Park,0.32,38.2,"2",Xinhua,International,Armed raiders kill civilians.,"2",,"1618561084"
KEN894,2001/12/08,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Handa,-1.5,40.03,"1",Local Source,International,Twenty people total killed in clashes between Orma and Pokomo ethnic groups over access to fresh water.,"20",,"1574110456"
KEN893,2001/12/06,"2001","1",Political violence,Violence against civilians,Attack,Orma Ethnic Militia (Kenya),,"4",Civilians (Kenya),Pokomo Ethnic Group (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",EFE,International,"Tribal violence as Orma attack Pokomo, killing 40.","40",,"1567462149"
KEN888,2001/11/25,"2001","1",Political violence,Violence against civilians,Attack,Unidentified Clan Militia (Somalia),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Garissa,Dadaab,Liboi,Liboi,0.3534,40.8723,"1",Xinhua,International,Somali militia kills seven Kenyan civilians.,"7",,"1572403786"
KEN886,2001/11/22,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),Wardei Ethnic Militia (Kenya),"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Garsen,Kipini East,Kipini,-2.5257,40.5262,"2",Local Source,International,"Ethnic clashes pit Orma and Wardei ethnic groups against Pokomo ethnic groups, 32 people killed total. 1,000 homeless.","8",,"1574110456"
KEN885,2001/11/21,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),Wardei Ethnic Militia (Kenya),"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Garsen,Kipini East,Kipini,-2.5257,40.5262,"2",Local Source,International,Ethnic clashes pit Orma and Wardei ethnic groups against Pokomo ethnic groups. Many homeless as a result.,"8",,"1574110456"
KEN884,2001/11/20,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),Wardei Ethnic Militia (Kenya),"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Garsen,Kipini East,Kipini,-2.5257,40.5262,"2",Local Source,International,Ethnic clashes pit Orma and Wardei ethnic groups against Pokomo ethnic groups. Many homeless as a result.,"8",,"1574110456"
KEN883,2001/11/19,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),Wardei Ethnic Militia (Kenya),"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Garsen,Kipini East,Kipini,-2.5257,40.5262,"2",Local Source,International,Ethnic clashes pit Orma and Wardei ethnic groups against Pokomo ethnic groups. Many homeless as a result.,"8",,"1574110456"
KEN881,2001/11/18,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),Wardei Ethnic Militia (Kenya),"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Garsen,Kipini East,Kipini,-2.5257,40.5262,"2",Local Source,International,Ethnic clashes pit Orma and Wardei ethnic groups against Pokomo ethnic groups. Many homeless as a result.,"0",,"1574110456"
ETH349,2001/11/18,"2001","1",Political violence,Battles,Armed clash,Military Forces of Ethiopia (1991-2018),,"1",Oromo Ethnic Militia (Kenya),,"4","14",,"231",Eastern Africa,Ethiopia,Oromia,Borena,Moyale,Moyale,3.5391,39.049,"2",Local Source,International,Clashes between Oromo ethnic group and army,"0",,"1613075982"
KEN878,2001/10/25,"2001","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,"3",Civilians (Kenya),,"7","37",Civilian targeting,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",BBC News,International,Four die when an armed group raided a village in the Tana River District.,"4",,"1572403704"
KEN874,2001/10/05,"2001","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,"3",Civilians (Kenya),,"7","37",Civilian targeting,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"1",Daily Nation (Kenya),National,"Bandits, armed with AK-47s, burnt a small village to the ground near the Tana River.","0",,"1561469152"
KEN872,2001/09/25,"2001","1",Strategic developments,Strategic developments,Looting/property destruction,Muslim Militia (Kenya),,"4",Civilians (Kenya),Christian Group (Kenya),"7","47",,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,"1",Reuters,International,Property destruction: Muslims burn two Christian churches in religiously motivated attack.,"0",,"1618561082"
KEN867,2001/09/17,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),,"4",Police Forces of Kenya (1978-2002),,"1","14",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"1",Kenya Broadcasting Corporation,National,One police officer killed during an attempt to stop an ethnic clash.,"1",,"1561469152"
KEN868,2001/09/17,"2001","1",Political violence,Battles,Armed clash,Pokomo Ethnic Militia (Kenya),,"4",Orma Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"1",Kenya Broadcasting Corporation,National,Two dead and two injured in an ethnic clash over pasture.,"2",,"1561469152"
KEN864,2001/09/16,"2001","2",Political violence,Battles,Armed clash,Wardei Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Garsen,Kipini East,Kipini,-2.5257,40.5262,"1",Local Source,International,Thirty feared dead in ethnic clashes between Pokomo and Wardei ethnic groups.,"30",,"1574110456"
KEN860,2001/09/04,"2001","1",Political violence,Battles,Armed clash,Wardei Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Kinakomba,Kinakomb,-1.7,40.05,"1",Local Source,International,"Clashes between Pokomo and Wordei ethnic groups. Three killed, 60 farm animals burnt.","3",,"1574110456"
KEN846,2001/07/13,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",Local Source,International,Clashes between Orma and Pokomo ethnic groups.,"3",,"1574110456"
KEN845,2001/07/12,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",Local Source,International,Clashes between Orma and Pokomo ethnic groups.,"0",,"1574110456"
KEN844,2001/07/11,"2001","1",Political violence,Battles,Armed clash,Orma Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",Local Source,International,Clashes between Orma and Pokomo ethnic groups.,"2",,"1574110456"
KEN840,2001/07/06,"2001","1",Political violence,Battles,Armed clash,Gabra Ethnic Militia (Kenya),,"4",Police Forces of Kenya (1978-2002),,"1","14",,"404",Eastern Africa,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,"1",Daily Nation (Kenya),National,Two police officers lose their lives as they try to extinguish ethnic violence.,"1",,"1618561078"
KEN841,2001/07/06,"2001","1",Political violence,Battles,Armed clash,Garre Ethnic Militia (Kenya),,"4",Police Forces of Kenya (1978-2002),,"1","14",,"404",Eastern Africa,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,"1",Daily Nation (Kenya),National,Two police officers lose their lives as they try to extinguish ethnic violence.,"1",,"1618561078"
KEN842,2001/07/06,"2001","1",Political violence,Battles,Armed clash,Gabra Ethnic Militia (Kenya),,"4",Garre Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,"1",Daily Nation (Kenya),National,Ethnic militia fighting kills three.,"3",,"1618561078"
KEN838,2001/07/06,"2001","1",Political violence,Battles,Armed clash,Garre Ethnic Militia (Kenya),,"4",Gabra Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,"1",Local Source,International,Clashes between Garre and Gabra ethnic groups.,"0",,"1618561078"
KEN836,2001/07/05,"2001","1",Political violence,Battles,Armed clash,Garre Ethnic Militia (Kenya),,"4",Gabra Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,"1",Local Source,International,Clashes between Garre and Gabra ethnic groups.,"0",,"1618561078"
KEN821,2001/05/28,"2001","1",Political violence,Battles,Armed clash,Wardei Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",Local Source,International,Clashes between Pokomo and Wordei ethnic groups leave seven dead.,"7",,"1574110456"
KEN817,2001/05/23,"2001","1",Political violence,Battles,Armed clash,Turkana Ethnic Militia (Kenya),,"4",Police Forces of Kenya (1978-2002),,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu East,Wamba North,Soitokokoyo,1.25,37,"1",Local Source,International,Police exchange fire with Turkana following lorry attack.,"1",,"1574110456"
KEN818,2001/05/23,"2001","1",Political violence,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu East,Wamba North,Soitokokoyo,1.25,37,"2",Local Source,International,"Turkana tribesmen attack lorry, kill a businessman.","1",,"1574110456"
KEN811,2001/05/05,"2001","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Saku,Karare,Songa,2.2,37.9667,"2",Local Source,International,"Bandits attack Songa location, injure two and steal cattle.","0",,"1574110456"
KEN802,2001/04/09,"2001","1",Political violence,Violence against civilians,Attack,Unidentified Clan Militia (Somalia),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Garissa,Dadaab,Dadaab,Amey,0,40.25,"2",Local Source,International,Somali militiamen attack Kenyan civilians in Hami Manyatta.,"2",,"1613499278"
KEN801,2001/03/29,"2001","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,"3",Civilians (Somalia),,"7","37",Civilian targeting,"404",Eastern Africa,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,"3",Africa News,International,"Kenya - The Nation. Somali incursions, one woman and two gunmen killed. Location not known - this event likely took place near the border with Somalia - if not in Wajir, possibly in Mandera County.","3",,"1552577661"
KEN795,2001/03/19,"2001","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"2",Xinhua,International,Cattle rustlers kill 5 people.,"5",,"1618561076"
KEN797,2001/03/19,"2001","1",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Turkana Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Samburu,Samburu North,Nachola,Nachola,1.8348,36.603,"1",Kenya Standard,National,Bandits attack and kill ten Turkana ethnic herdsmen in north-eastern Kenya.,"10",,"1668467801"
KEN796,2001/03/19,"2001","1",Political violence,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,"4",Civilians (Kenya),Turkana Ethnic Group (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu North,Nachola,Nachola,1.8348,36.603,"1",Local Source,International,"Pokots kill 10 Turkana herdsman, steal their livestock.","10",,"1668467801"
KEN778,2001/03/15,"2001","3",Political violence,Battles,Armed clash,Unidentified Armed Group (Somalia),,"3",Police Forces of Kenya (1978-2002),,"1","13",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"2",Local Source,International,Somali militiamen attack Kenyan police near border crossing at Bula Hawa.,"1",,"1574110457"
KEN779,2001/03/15,"2001","3",Political violence,Violence against civilians,Attack,Unidentified Clan Militia (Somalia),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"2",Local Source,International,Somali militiamen attack Kenyan civilians near border crossing at Bula Hawa.,"1",,"1574110457"
KEN774,2001/03/07,"2001","1",Political violence,Battles,Armed clash,Wardei Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",Xinhua,International,Clashes between Pokomo and Wordei ethnic groups over access to a water fresh source.,"0",,"1572403786"
KEN772,2001/03/06,"2001","1",Political violence,Battles,Armed clash,Wardei Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",Xinhua,International,Clashes between Pokomo and Wordei ethnic groups over access to a water fresh source.,"0",,"1572403787"
KEN771,2001/03/05,"2001","1",Political violence,Battles,Armed clash,Wardei Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",Xinhua,International,Clashes between Pokomo and Wordei ethnic groups over access to a water fresh source.,"0",,"1572403791"
KEN770,2001/03/04,"2001","1",Political violence,Battles,Armed clash,Wardei Ethnic Militia (Kenya),,"4",Pokomo Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,"2",Xinhua,International,Clashes between Pokomo and Wordei ethnic groups over access to a water fresh source.,"0",,"1572403791"
KEN766,2001/02/17,"2001","2",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Wajir,Wajir East,Wagberi,Mbuna,1.75,40.07,"2",Local Source,International,"Bandits attack nomadic pastoralists, one killed.","1",,"1618561074"
KEN764,2001/02/15,"2001","1",Political violence,Battles,Armed clash,Tabaqa Ethnic Militia (Ethiopia),Unidentified Armed Group (Ethiopia),"4",Police Forces of Kenya (1978-2002),,"1","14",,"404",Eastern Africa,Kenya,Marsabit,Moyale,Uran,Kilkiley,3.5133,38.5614,"2",PANAPRESS,International,Ethiopian militia attacks Kenyan outpost.,"3",,"1563305274"
KEN765,2001/02/15,"2001","1",Political violence,Violence against civilians,Attack,Tabaqa Ethnic Militia (Ethiopia),Unidentified Armed Group (Ethiopia),"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Moyale,Uran,Uran,3.55,38.48,"1",PANAPRESS,International,Ethiopian militia attacks Kenyan outpost.,"8",,"1563305274"
KEN761,2001/02/10,"2001","1",Political violence,Violence against civilians,Abduction/forced disappearance,Tabaqa Ethnic Militia (Ethiopia),Unidentified Armed Group (Ethiopia),"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Moyale,Uran,Uran,3.55,38.48,"2",PANAPRESS,International,Ethiopian militia abducts Kenyan civilians.,"0",,"1563305274"
KEN758,2001/02/08,"2001","1",Political violence,Battles,Armed clash,Samburu Ethnic Militia (Kenya),Moran Ethnic Militia (Kenya),"4",Borana Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Baawa,Serolevi,1.03,36.95,"1",PANAPRESS,International,Gunbattles between armed bandits and Boran ethnic group leave a total of 40 dead.,"40",,"1618561073"
